date_range,page_url,query,country,device,impressions,clicks,ctr,avg_position,indexed_status,notes
last_28_days,https://driverseddepot.com,,,,,,,,,
last_28_days,https://driverseddepot.com/states/california,,,,,,,,,
last_28_days,https://driverseddepot.com/states/texas,,,,,,,,,
last_3_months,https://driverseddepot.com,,,,,,,,,
last_3_months,https://driverseddepot.com/states/california,,,,,,,,,
last_3_months,https://driverseddepot.com/states/texas,,,,,,,,,
